,commune,codepostal,carburants,latitude,longitude,nombre,liste_complete_carburants,departement
1,PLEAUX,15700,"['Gazole', 'SP98', 'SP95']",45.13329,2.22044,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
2,THURY-HARCOURT,14220,"['E10', 'Gazole', 'SP98', 'SP95']",49.3457338784,-0.761315920218,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
3,LION-SUR-MER,14780,"['Gazole', 'SP98', 'SP95']",49.30174,-0.31818,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
4,VERSON,14790,"['E10', 'Gazole', 'SP98', 'SP95']",49.1560609258,-0.450125951956,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
5,AURILLAC,15000,"['E10', 'Gazole', 'SP98']",44.91624,2.4374,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
6,AURILLAC,15000,"['Gazole', 'SP98', 'SP95']",44.92209,2.43381,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
7,LAFEUILLADE-EN-VéZIE,15130,"['E10', 'Gazole', 'SP98']",44.7875839813,2.4560200536,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
8,SAINT-ÉTIENNE-DE-MAURS,15600,"['Gazole', 'SP98', 'SP95']",44.7148386029,2.20242907484,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
9,Giou-de-Mamou,15130,"['Gazole', 'SP95']",44.92795,2.50733,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
10,AURILLAC,15000,"['E10', 'Gazole']",44.9134193799,2.43120866586,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
11,AURILLAC,15000,"['Gazole', 'SP98', 'GPLc', 'SP95']",44.9091521744,2.42441831845,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
12,Murat,15300,"['Gazole', 'SP95']",45.10753,2.86304,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
13,MAURS,15600,"['E10', 'Gazole', 'SP98', 'GPLc']",44.7065,2.19514,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
14,Auberville,14640,"['Gazole', 'SP98', 'SP95']",49.30689,-0.02705,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
15,ANGOULêME,16000,"['E10', 'Gazole', 'E85', 'SP98']",45.64268,0.13526,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
16,Honfleur,14600,"['E10', 'Gazole', 'SP98']",49.41657,0.25936,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
17,Condat,15190,"['Gazole', 'SP98', 'SP95']",45.33928,2.76682,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
18,MASSIAC,15500,['Gazole'],45.25241,3.19775,1,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
20,AURILLAC,15000,"['Gazole', 'SP95']",44.9229752815,2.42765387928,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
21,COLLEVILLE-MONTGOMERY,14880,"['E10', 'Gazole', 'SP98']",49.27912,-0.29681,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
22,GIBERVILLE,14730,"['E10', 'Gazole', 'SP98', 'GPLc']",49.16711,-0.28803,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
23,BRETTEVILLE-SUR-LAIZE,14680,"['Gazole', 'SP98', 'SP95']",49.04543,-0.3238,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
24,BENOUVILLE,14970,"['E10', 'Gazole', 'SP98', 'SP95']",49.23708,-0.28543,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
25,Mauriac,15200,"['Gazole', 'SP98', 'SP95']",45.2225,2.34049,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
26,SAINT-FLOUR,15100,"['Gazole', 'SP98', 'GPLc', 'SP95']",45.0379560774,3.06524943213,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
27,LES MENUIRES,73440,"['Gazole', 'SP98', 'SP95']",45.3313357919,6.5360313083,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",73
28,AURILLAC,15000,"['Gazole', 'SP95']",44.9333844678,2.45007665476,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
29,AURILLAC,15000,"['Gazole', 'SP98', 'GPLc', 'SP95']",44.91394,2.42741,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
30,FALAISE,14700,"['Gazole', 'SP98', 'SP95']",48.8962986744,-0.192409332928,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
31,MASSIAC,15500,"['E10', 'Gazole', 'SP95']",45.25592,3.19866,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
32,FALAISE,14700,"['Gazole', 'SP98', 'GPLc', 'SP95']",48.90689,-0.2087,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
33,Port-en-Bessin-Huppain,14520,"['Gazole', 'SP98', 'SP95']",49.34231,-0.75209,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
34,FALAISE,14700,"['Gazole', 'SP98', 'SP95']",48.88474,-0.20334,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
35,ANGOULêME,16000,"['E10', 'Gazole', 'SP98']",45.6598055866,0.165332624577,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
36,SAINT-FLOUR,15100,"['Gazole', 'SP95']",45.03382,3.10774,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
37,Murat,15300,"['Gazole', 'SP98', 'SP95']",45.10839,2.87932,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
38,DEAUVILLE,14800,"['E10', 'Gazole', 'SP98']",49.3526643961,0.091166654757,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
39,TOUQUES,14800,"['Gazole', 'SP98', 'SP95']",49.3466365955,0.0954241373669,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
40,Saint-Georges,15100,"['E10', 'Gazole', 'GPLc', 'SP95']",45.00823,3.13529,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
41,Murat,15300,"['Gazole', 'SP98', 'SP95']",45.10616,2.86291,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
43,Jussac,15250,"['Gazole', 'SP95']",44.98584,2.41672,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
44,MAURIAC,15200,"['E10', 'Gazole', 'SP98', 'SP95']",45.2150220751,2.34471749059,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
45,Mathieu,14920,"['E10', 'Gazole', 'SP98']",49.2417780135,-0.371875008932,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
46,Angoulême,16000,"['Gazole', 'SP98', 'SP95']",45.63158,0.14861,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
47,HERMANVILLE-SUR-MER,14880,"['Gazole', 'SP95']",49.2773699571,-0.317569581133,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
48,DEAUVILLE,14800,"['E10', 'Gazole']",49.35733,0.0852,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
49,AURILLAC,15000,"['E10', 'Gazole', 'SP98', 'SP95']",44.91572,2.43189,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
50,SAINT-FLOUR,15100,"['E10', 'Gazole', 'SP95']",45.0384303069,3.08735571173,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
51,AURILLAC,15000,"['E10', 'Gazole', 'SP95']",44.91712,2.44069,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
52,Saint-Mamet-la-Salvetat,15220,"['Gazole', 'SP98', 'SP95']",44.8587,2.29237,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
53,Angoulême,16000,"['Gazole', 'E85', 'SP98', 'SP95']",45.65826,0.18145,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
54,Condat,15190,"['Gazole', 'SP98', 'SP95']",45.33826,2.76036,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
55,SAINT CERNIN,15310,"['Gazole', 'SP98', 'SP95']",45.0573100874,2.42245284693,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
56,Châteaubernard,16100,"['Gazole', 'SP98', 'GPLc', 'SP95']",45.68397,-0.30463,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
57,Angoulême,16000,"['Gazole', 'SP98', 'SP95']",45.66052,0.1402,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
58,FALAISE,14700,"['Gazole', 'SP98', 'SP95']",48.8918828768,-0.179173915009,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
59,HONFLEUR,14600,"['E10', 'Gazole', 'SP98', 'GPLc']",49.4130854838,0.250173033563,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
60,Murat,15300,['Gazole'],45.10704,2.86345,1,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
61,Ydes,15210,"['Gazole', 'SP98', 'SP95']",45.3399,2.4344,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
62,SOLIERS,14540,"['Gazole', 'SP98', 'SP95']",49.1401163603,-0.300508505075,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
63,SAINT-FLOUR,15100,"['Gazole', 'SP95']",45.03067,3.09364,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
64,TROARN,14670,"['Gazole', 'SP98', 'SP95']",49.18238,-0.1818,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
65,Pleaux,15700,"['Gazole', 'SP98', 'SP95']",45.13329,2.22416,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
66,BRETTEVILLE L'ORGUEILLEUSE,14740,"['E10', 'Gazole', 'SP95']",49.215635177,-0.504957540195,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
67,Le Rouget,15290,"['Gazole', 'SP98', 'SP95']",44.85531,2.23329,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
68,Chaudes-Aigues,15110,"['E10', 'Gazole', 'SP95']",44.85651,3.007,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
69,TOUQUES,14800,"['E10', 'Gazole', 'SP98', 'SP95']",49.35023,0.09044,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
70,BRETTEVILLE-SUR-ODON,14760,"['E10', 'Gazole', 'E85', 'SP98', 'GPLc']",49.16575,-0.41597,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
71,TOURGéVILLE,14800,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",49.3557300652,0.0707455429697,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
72,ANGOULêME,16000,"['E10', 'Gazole', 'SP98']",45.656,0.16981,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",16
73,BERNIERES SUR MER,14990,"['Gazole', 'SP98', 'SP95']",49.3336902593,-0.413107224523,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
74,Ussel,15300,['Gazole'],45.0789801893,2.93741351401,1,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
75,SAINT AUBIN D'ARQUENAY,14970,"['Gazole', 'SP98', 'SP95']",49.26261,-0.28171,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
76,TOURGEVILLE,14800,"['E10', 'Gazole', 'SP98']",49.35124,0.0573,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
77,AURILLAC,15000,"['Gazole', 'SP98', 'SP95']",44.9094,2.44629,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
79,SAINT-FLOUR,15100,"['E10', 'Gazole', 'SP98']",45.0337567168,3.105885676,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
80,JUSSAC,15250,"['E10', 'Gazole', 'SP95']",44.99661,2.42166,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
81,Chaudes-Aigues,15110,"['Gazole', 'SP95']",44.85632,3.00654,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
82,Riom-Ès-Montagnes,15400,"['Gazole', 'SP98', 'SP95']",45.28185,2.665,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
83,FALAISE,14700,"['E10', 'Gazole', 'SP98']",48.88704,-0.19123,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
84,Giberville,14730,"['E10', 'Gazole', 'GPLc']",49.16646,-0.27567,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
85,STE HONORINE DES PERTES,14520,"['Gazole', 'SP95']",49.34761,-0.80672,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
86,Équemauville,14600,"['E10', 'Gazole', 'SP98']",49.39698,0.21146,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
88,GIBERVILLE,14730,"['Gazole', 'SP98', 'SP95']",49.17251,-0.2802,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
89,Massiac,15500,"['Gazole', 'SP98', 'SP95']",45.26265,3.20012,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
90,Saint-Étienne-de-Maurs,15600,"['E10', 'Gazole', 'SP98', 'SP95']",44.7181520748,2.20984693261,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
91,Riom-Ès-Montagnes,15400,"['Gazole', 'SP95']",45.27999,2.66167,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
92,SAINT FLOUR,15100,"['Gazole', 'SP95']",45.03291,3.10034,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
93,ROTS,14980,"['E10', 'Gazole', 'GPLc', 'SP95']",49.20324,-0.46472,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
94,SAINT-FLOUR,15100,"['Gazole', 'SP98', 'SP95']",45.03471,3.08871,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
95,Rots,14980,"['E10', 'Gazole', 'GPLc']",49.20104,-0.48156,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",14
96,Aurillac,15000,"['E10', 'Gazole', 'SP95']",44.90916,2.44627,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
97,Saint-Paul-des-Landes,15250,"['E10', 'Gazole', 'SP98']",44.93819,2.32425,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
98,Vic-sur-Cère,15800,"['Gazole', 'SP98', 'SP95']",44.98092,2.62815,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
99,Riom-Ès-Montagnes,15400,"['Gazole', 'SP98', 'SP95']",45.28327,2.65993,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",15
100,Russ,67130,"['E10', 'Gazole', 'SP98', 'SP95']",48.49433,7.25104,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
101,SAINT-MAURICE,67220,"['E10', 'Gazole', 'SP95']",48.3268,7.33319,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
102,Strasbourg,67100,"['E10', 'Gazole', 'SP98']",48.55335,7.74414,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
104,STRASBOURG,67200,"['Gazole', 'SP98', 'SP95']",48.59265,7.72359,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
105,MOLSHEIM,67120,"['Gazole', 'E85', 'SP98', 'SP95']",48.526165974,7.49359007146,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
107,BARR,67140,"['Gazole', 'SP98', 'SP95']",48.40347,7.45586,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
108,Bischwiller,67240,"['Gazole', 'SP98', 'SP95']",48.77032,7.85204,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
110,CLAIRA,66530,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",42.7766803841,2.91662729788,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
111,STRASBOURG,67200,"['E10', 'Gazole', 'SP98', 'SP95']",48.61203,7.68675,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
112,ESCHAU,67114,"['E10', 'Gazole', 'SP98', 'SP95']",48.4812794887,7.72638985708,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
113,STRASBOURG,67000,"['E10', 'Gazole', 'SP98', 'SP95']",48.6185101429,7.79016168155,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
114,SCHIRMECK,67130,"['Gazole', 'SP98', 'SP95']",48.48353,7.21762,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
116,BERNOLSHEIM,67170,"['Gazole', 'SP98', 'SP95']",48.75539,7.68952,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
117,POLLESTRES,66450,"['E10', 'Gazole', 'SP95']",42.6409690946,2.87737558668,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
120,REICHSHOFFEN,67110,"['E10', 'Gazole', 'SP98']",48.93455,7.66073,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
121,BRUMATH,67170,"['E10', 'Gazole', 'SP98']",48.71916,7.7066,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
122,PORT-VENDRES,66660,"['Gazole', 'SP98', 'SP95']",42.51425,3.10653,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
123,Prades,66500,"['E10', 'Gazole', 'SP98', 'SP95']",42.62213,2.43587,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
124,Strasbourg,67000,"['Gazole', 'SP98', 'SP95']",48.58715,7.76053,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
125,VILLé,67220,"['E10', 'Gazole', 'SP98']",48.3402785078,7.31550950169,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
126,Obernai,67210,"['E10', 'Gazole', 'SP98']",48.46474,7.48934,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
127,WISSEMBOURG,67160,"['Gazole', 'SP98', 'SP95']",49.0294150777,7.95993024022,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
128,DUTTLENHEIM,67120,"['Gazole', 'SP98', 'SP95']",48.5274071818,7.56838236649,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
129,ARGELèS-SUR-MER,66700,"['Gazole', 'E85', 'SP98', 'GPLc', 'SP95']",42.5497821356,3.0410629621,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
130,Obernai,67210,"['Gazole', 'SP98', 'SP95']",48.46185,7.47535,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
131,Bompas,66430,"['Gazole', 'SP98', 'SP95']",42.72181,2.93326,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
132,BRUMATH,67170,"['Gazole', 'SP98', 'SP95']",48.73308,7.71564,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
133,GERTWILLER,67140,"['Gazole', 'SP98', 'SP95']",48.415639867,7.47595173515,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
134,BANYULS-SUR-MER,66650,"['Gazole', 'SP98', 'SP95']",42.48173,3.12928,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
135,LE BARCARèS,66420,"['Gazole', 'SP98', 'SP95']",42.82399,3.03486,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
136,LE BARCARèS,66420,"['Gazole', 'SP98', 'SP95']",42.78737,3.0349,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
137,ARGELèS-SUR-MER,66700,"['E10', 'Gazole', 'SP95']",42.5572905542,3.01009167357,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
138,SOULTZ-SOUS-FORêTS,67250,"['Gazole', 'SP98', 'SP95']",48.93585,7.88082,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
139,HUTTENHEIM,67230,"['E10', 'Gazole', 'SP98', 'GPLc']",48.3622505169,7.57332012505,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
140,Reichstett,67116,"['Gazole', 'SP98', 'SP95']",48.65129,7.75176,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
141,STRASBOURG,67000,"['Gazole', 'SP98', 'SP95']",48.60002,7.77939,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
142,Prades,66500,"['E10', 'Gazole', 'SP98', 'SP95']",42.62524,2.4281,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
143,RIVESALTES,66600,"['E10', 'Gazole', 'E85', 'SP98', 'SP95']",42.7577057024,2.86563291839,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
144,SAINT-CYPRIEN,66750,"['E10', 'Gazole']",42.6355120543,3.03407473298,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
145,LE BARCARèS,66420,"['Gazole', 'SP98', 'SP95']",42.78737,3.0349,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
146,Canohès,66680,"['Gazole', 'SP98', 'SP95']",42.66306,2.84553,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
147,REICHSHOFFEN,67110,"['E10', 'Gazole', 'SP98', 'SP95']",48.93342,7.66915,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
148,Mutzig,67190,"['Gazole', 'SP98', 'SP95']",48.53124,7.47107,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
149,VERNET-LES-BAINS,66820,"['Gazole', 'SP98', 'SP95']",42.55668,2.38437,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
150,GEISPOLSHEIM,67118,"['Gazole', 'SP98', 'GPLc', 'SP95']",48.52233,7.6925,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
151,STRASBOURG,67100,"['Gazole', 'SP98', 'GPLc', 'SP95']",48.57063,7.76397,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
152,DUPPIGHEIM,67120,"['E10', 'Gazole', 'SP98']",48.52668,7.59899,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
153,WOLFISHEIM,67202,"['E10', 'Gazole', 'SP98']",48.58609,7.66681,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
154,Molsheim,67120,"['Gazole', 'SP98', 'SP95']",48.54151,7.50355,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
155,Erstein,67150,"['E10', 'Gazole', 'SP98']",48.41494,7.63557,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
156,CLAIRA,66530,"['E10', 'Gazole', 'E85', 'SP98', 'SP95']",42.76022,2.95514,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
157,WISSEMBOURG,67160,"['Gazole', 'SP98', 'SP95']",49.0268909254,7.94643951956,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
160,BRUMATH,67170,"['E10', 'Gazole', 'SP98']",48.70928,7.70777,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
161,GRESSWILLER,67190,"['E10', 'Gazole', 'SP98']",48.5343980837,7.40238902315,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
164,BARR,67140,"['Gazole', 'SP98', 'SP95']",48.4100385609,7.45486903911,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
165,LAROQUE DES ALBERES,66740,"['E10', 'Gazole', 'SP98', 'SP95']",42.5479340515,2.94103392299,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
166,Benfeld,67230,"['E10', 'Gazole', 'SP98', 'SP95']",48.37378,7.59685,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
168,ERSTEIN,67150,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",48.42598,7.65876,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
169,STRASBOURG,67200,"['E10', 'Gazole', 'SP98']",48.57307,7.71737,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
170,OBERNAI,67210,"['E10', 'Gazole', 'SP98', 'GPLc']",48.45959,7.49509,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
171,Perpignan,66000,"['Gazole', 'SP98', 'GPLc', 'SP95']",42.68628,2.88278,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",66
172,STRASBOURG,67000,"['E10', 'Gazole']",48.5249055616,7.78351,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
173,OBERNAI,67210,"['E10', 'Gazole', 'SP98', 'SP95']",48.4668,7.49579,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
174,GRIES,67240,"['Gazole', 'SP98', 'SP95']",48.77583,7.8172,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
175,MUTZIG,67190,"['E10', 'Gazole', 'SP98']",48.53751,7.4489,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
177,WOLFISHEIM,67202,"['Gazole', 'E85', 'SP98', 'SP95']",48.5887886629,7.67089619218,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",67
