,commune,codepostal,carburants,latitude,longitude,nombre,liste_complete_carburants,departement
1665,LE HAVRE,76600,"['E10', 'Gazole', 'SP98']",49.48967,0.09766,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1666,BIHOREL,76420,"['E10', 'Gazole', 'SP95']",49.45929,1.12635,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1667,Offranville,76550,"['E10', 'Gazole', 'SP98', 'SP95']",49.87174,1.04855,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1668,Bosc-Mesnil,76680,"['E10', 'Gazole', 'SP98', 'GPLc']",49.67838,1.33874,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1669,Le Havre,76610,"['E10', 'Gazole', 'SP98', 'SP95']",49.50948,0.15688,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1670,TOURVILLE-LA-RIVIèRE,76410,"['Gazole', 'E85', 'SP98', 'SP95']",49.3281137342,1.09659017865,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1671,ELBEUF,76500,"['Gazole', 'SP98', 'SP95']",49.2862277102,1.00876404804,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1672,Caudebec-en-Caux,76490,"['Gazole', 'SP98', 'SP95']",49.52922,0.72064,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1673,LA ROCHETTE,77000,"['E10', 'Gazole', 'SP98']",48.5228144311,2.65389046258,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1674,Serqueux,76440,"['E10', 'Gazole', 'SP95']",49.62214,1.53814,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1675,La Rochette,77000,"['E10', 'Gazole', 'SP98']",48.51776,2.65507,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1676,VAUX-LE-PéNIL,77000,"['Gazole', 'SP98', 'SP95']",48.52528,2.69402349348,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1677,MOULINEAUX,76530,"['E10', 'Gazole', 'SP98']",49.3441989147,0.934259725947,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1678,Boos,76520,"['E10', 'Gazole', 'SP95']",49.3867064239,1.19929066308,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1679,BIHOREL,76420,"['E10', 'Gazole', 'SP98', 'GPLc']",49.45808,1.10847,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1680,DOUDEVILLE,76560,"['Gazole', 'SP98', 'SP95']",49.7214368287,0.782129555286,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1681,LONGUEVILLE-SUR-SCIE,76590,"['Gazole', 'SP98', 'SP95']",49.79545,1.10615,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1682,LE HAVRE,76600,"['E10', 'Gazole']",49.50251,0.16937,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1683,BOSC-LE-HARD,76850,"['Gazole', 'SP98', 'SP95']",49.63122,1.18012,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1684,Cany-Barville,76450,"['Gazole', 'SP98', 'SP95']",49.79179,0.63439,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1685,Le Havre,76620,"['E10', 'Gazole', 'SP98', 'GPLc']",49.52315,0.10955,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1686,AUFFAY,76720,"['Gazole', 'SP98', 'SP95']",49.71673,1.10313,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1687,BELMESNIL,76590,"['E10', 'Gazole', 'SP98', 'SP95']",49.7745228175,1.05012523129,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1689,LA MAILLERAYE-SUR-SEINE,76940,"['Gazole', 'SP95']",49.4791071533,0.768094546353,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1690,SAINT-ÉTIENNE-DU-ROUVRAY,76800,"['E10', 'Gazole', 'SP98']",49.38661,1.07197,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1691,LE HOULME,76770,"['E10', 'Gazole', 'SP98']",49.5022476676,1.04337826485,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1692,Forges-les-Eaux,76440,"['Gazole', 'SP98']",49.61457,1.55197,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1694,TANCARVILLE,76430,"['E10', 'Gazole']",49.4785378024,0.457256894979,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1695,Saint-Pierre-de-Varengeville,76480,"['E10', 'Gazole', 'SP98', 'SP95']",49.49771,0.92929,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1696,Gonfreville-l'Orcher,76700,"['E10', 'Gazole', 'SP98', 'SP95']",49.50323,0.20864,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1697,BIHOREL,76420,"['E10', 'Gazole', 'SP98', 'SP95']",49.46334,1.12358,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1698,Saint-Aubin-lès-Elbeuf,76410,"['Gazole', 'SP98', 'SP95']",49.30296,1.03486,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",76
1699,BASSENS,33530,"['Gazole', 'SP98', 'SP95']",44.90235,-0.50796,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",33
1700,BEAUMONT-DU-PéRIGORD,24440,"['Gazole', 'SP98', 'SP95']",44.75917,0.77159,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1701,AUBUSSON,23200,"['Gazole', 'SP98', 'SP95']",45.94823,2.17239,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1702,LANOUAILLE,24270,"['Gazole', 'SP95']",45.39438,1.13963,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1703,Saint-Médard-de-Mussidan,24400,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",45.04126,0.35185,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1704,Sarlat-la-Canéda,24200,"['E10', 'Gazole', 'SP98', 'SP95']",44.92034,1.20598,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1705,LA SOUTERRAINE,23300,"['Gazole', 'SP98', 'SP95']",46.23378,1.48309,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1706,BOURGANEUF,23400,"['Gazole', 'SP98', 'SP95']",45.95971,1.75988,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1707,Sourzac,24400,"['E10', 'Gazole', 'SP98']",45.04986,0.38906,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1708,VERGT,24380,"['E10', 'Gazole', 'SP95']",45.02215,0.71108,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1709,DUN-LE-PALESTEL,23800,"['Gazole', 'SP98', 'SP95']",46.3028042298,1.66939010719,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1710,Terrasson-Lavilledieu,24120,"['E10', 'Gazole', 'SP98', 'SP95']",45.13061,1.29724,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1711,Guéret,23000,"['E10', 'Gazole', 'SP98', 'SP95']",46.17731,1.87686,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1712,Boulazac,24750,"['E10', 'Gazole', 'SP98']",45.18002,0.74659,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1713,AHUN,23150,"['Gazole', 'SP98', 'SP95']",46.0822902465,2.04696948383,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1714,PERIGUEUX,24000,"['E10', 'Gazole', 'SP98', 'GPLc']",45.1968962243,0.701118364056,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1715,Creysse,24100,"['E10', 'Gazole', 'SP98']",44.85548,0.57479,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1717,La Roque-Gageac,24250,"['E10', 'Gazole', 'SP98', 'SP95']",44.8135,1.21174,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1718,CREYSSE,24100,"['E10', 'GPLc', 'Gazole', 'E85', 'SP95', 'SP98']",44.8486254322,0.537642590746,6,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1720,SAINT-MEDARD-DE-MUSSIDAN,24400,"['Gazole', 'SP95']",45.0344107936,0.320268711465,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1721,BERGERAC,24100,"['Gazole', 'SP98', 'SP95']",44.84832,0.49248,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1722,Excideuil,24160,"['Gazole', 'SP95']",45.33724,1.05587,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1723,HAUTEFORT,24390,"['E10', 'Gazole', 'E85', 'SP95']",45.2668128926,1.13778022236,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1724,Chambon-sur-Voueize,23170,"['E10', 'Gazole', 'SP95']",46.18513,2.43139,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1725,BRANTôME,24310,"['Gazole', 'SP98', 'SP95']",45.35752,0.65424,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1726,TERRASSON-LAVILLEDIEU,24120,"['Gazole', 'SP98', 'SP95']",45.1308471261,1.30121833631,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1727,LALINDE,24150,"['E10', 'Gazole', 'E85', 'SP98', 'SP95']",44.8375213076,0.746698896196,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1728,PARSAC,23140,"['E10', 'Gazole', 'E85', 'SP98', 'GPLc']",46.1961564503,2.18365471322,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1729,SAINT-CYPRIEN,24220,"['Gazole', 'SP98', 'SP95']",44.8621337672,1.03980008932,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1730,Nontron,24300,"['E10', 'Gazole', 'SP98', 'SP95']",45.54059,0.66713,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1731,Saint-Martial-d'Albarède,24160,"['Gazole', 'SP98', 'SP95']",45.33308,1.04339,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1732,Bourganeuf,23400,"['Gazole', 'SP95']",45.95166,1.75066,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1733,Sarliac-sur-l'Isle,24420,"['E10', 'Gazole', 'SP98']",45.23485,0.87272,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1734,TERRASSON-LAVILLEDIEU,24120,"['E10', 'Gazole', 'SP98']",45.1297975881,1.31302263256,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1735,GOUZON,23230,"['Gazole', 'SP98', 'SP95']",46.19516,2.23891,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1736,BOULAZAC,24750,"['E10', 'Gazole', 'SP98']",45.1775114335,0.73260539207,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1737,LA FORCE,24130,"['Gazole', 'SP98', 'SP95']",44.86978,0.37669,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1738,Bergerac,24100,"['Gazole', 'SP98', 'GPLc', 'SP95']",44.86262,0.49793,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1739,Siorac-en-Périgord,24170,"['Gazole', 'SP98', 'SP95']",44.81019,0.98907,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1740,BOUSSAC,23600,"['E10', 'Gazole', 'SP98', 'SP95']",46.34907,2.21698,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1741,SARLAT-LA-CANéDA,24200,"['E10', 'Gazole', 'SP98']",44.90695,1.20663,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1742,Périgueux,24000,"['Gazole', 'SP95']",45.18905,0.70891,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1743,NONTRON,24300,"['E10', 'Gazole', 'SP98', 'SP95']",45.53377,0.66609,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1744,Auzances,23700,"['Gazole', 'SP98', 'SP95']",46.02748,2.49656,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1745,LA SOUTERRAINE,23300,"['E10', 'Gazole', 'SP98', 'SP95']",46.24872,1.48713,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1746,La Souterraine,23300,"['Gazole', 'SP95']",46.23897,1.4953,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1748,LA SOUTERRAINE,23300,"['Gazole', 'SP98', 'SP95']",46.2311837261,1.50502590635,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1749,Montignac,24290,"['Gazole', 'SP98', 'SP95']",45.05862,1.15415,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1750,Felletin,23500,"['Gazole', 'SP98', 'SP95']",45.88359,2.17494,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1751,CHENERAILLES,23130,"['Gazole', 'SP98', 'SP95']",46.1075218541,2.1785271352,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1752,SARLAT-LA-CANéDA,24200,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",44.8759149895,1.21871332738,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1753,Belvès,24170,"['E10', 'Gazole', 'SP98']",44.77138,1.01073,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1754,Saint-Laurent-sur-Manoire,24330,"['Gazole', 'SP98', 'GPLc', 'SP95']",45.14809,0.7949,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1755,Bonnat,23220,"['E10', 'Gazole', 'SP95']",46.31577,1.91598,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1756,Saint-Médard-de-Mussidan,24400,"['Gazole', 'SP98', 'SP95']",45.03842,0.35383,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1757,Terrasson-Lavilledieu,24120,"['E10', 'Gazole', 'SP98', 'GPLc']",45.1235,1.32091,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1760,Saint-Laurent-sur-Manoire,24330,"['E10', 'Gazole', 'SP98']",45.1381,0.80746,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1761,Trélissac,24750,"['E10', 'Gazole', 'GPLc']",45.1905,0.73618,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1762,LE BUGUE,24260,"['Gazole', 'SP98', 'SP95']",44.91351,0.92466,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1763,SARLAT-LA-CANéDA,24200,"['E10', 'Gazole', 'SP98', 'SP95']",44.87349,1.23042,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1764,Saint-Rabier,24210,"['Gazole', 'SP95']",45.16984,1.1514,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1765,BERGERAC,24100,"['Gazole', 'SP98', 'SP95']",44.8533552754,0.513779259572,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1766,Thenon,24210,"['E10', 'Gazole', 'SP98', 'SP95']",45.1415025429,1.069061757,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1767,Saint-Martial-de-Valette,24300,"['Gazole', 'SP95']",45.52003,0.65589,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1768,GUéRET,23000,"['E10', 'Gazole', 'SP98', 'SP95']",46.10058,1.83687,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1769,CéNAC-ET-SAINT-JULIEN,24250,"['Gazole', 'SP98', 'SP95']",44.7964572105,1.2040871888,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1770,Sarlat-la-Canéda,24200,"['Gazole', 'SP98', 'SP95']",44.87644,1.21325,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1772,LE GRAND BOURG,23240,"['Gazole', 'SP95']",46.1663448197,1.64844994641,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1773,BERGERAC,24100,"['E10', 'Gazole', 'SP98', 'GPLc']",44.8374796324,0.49057821126,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1774,SIGOULèS,24240,"['Gazole', 'SP98', 'SP95']",44.7582486346,0.409561441332,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1775,GUéRET,23000,"['E10', 'Gazole', 'GPLc', 'SP95']",46.1761778097,1.89820507849,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1776,Tocane-Saint-Apre,24350,"['Gazole', 'SP95']",45.25805,0.50632,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1777,MARSAC SUR L'ISLE,24430,"['Gazole', 'SP98', 'SP95']",45.1973006087,0.656911387738,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1778,Piégut-Pluviers,24360,"['E10', 'Gazole', 'SP98', 'SP95']",45.6200580892,0.698598064351,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1779,Savignac-Lédrier,24270,"['Gazole', 'SP98', 'SP95']",45.39638,1.20882,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1780,Bergerac,24100,"['Gazole', 'SP98', 'SP95']",44.8518531747,0.483204991068,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1781,BRANTôME,24310,"['Gazole', 'SP95']",45.3644777225,0.653066263636,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1782,Saint-Aulaye,24410,"['Gazole', 'SP98', 'SP95']",45.19922,0.12872,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1783,PRIGONRIEUX,24130,"['Gazole', 'SP98', 'SP95']",44.8534633575,0.400945062526,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1785,Bergerac,24100,"['Gazole', 'SP98', 'SP95']",44.85795,0.48257,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1786,PéRIGUEUX,24000,"['E10', 'Gazole', 'SP95']",45.18905,0.71733,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1788,Bergerac,24100,"['E10', 'Gazole', 'SP98', 'SP95']",44.86262,0.49793,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1789,BERGERAC,24100,"['E10', 'Gazole', 'SP98', 'SP95']",44.85583,0.47889,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1790,Neuvic,24190,"['Gazole', 'SP98', 'SP95']",45.09699,0.47459,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1791,MARSAC-SUR-L'ISLE,24430,"['Gazole', 'SP98', 'GPLc', 'SP95']",45.1939399377,0.660081921776,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1792,Ãvaux-les-Bains,23110,"['Gazole', 'SP98', 'SP95']",46.16913,2.48273,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1793,PéRIGUEUX,24000,"['E10', 'Gazole', 'SP98']",45.1815,0.72129,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1794,BOUSSAC,23600,"['Gazole', 'SP98', 'SP95']",46.35015,2.21452,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1795,Aubusson,23200,"['Gazole', 'SP98', 'SP95']",45.95263,2.16233,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",23
1796,La Tour-Blanche,24320,"['Gazole', 'SP95']",45.36588,0.44451,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1797,BERGERAC,24100,"['E10', 'Gazole', 'SP98', 'GPLc']",44.84985,0.49295,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1798,SAINT-ASTIER,24110,"['Gazole', 'SP98', 'GPLc', 'SP95']",45.14623,0.52496,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",24
1799,FORGES,77130,"['E10', 'Gazole', 'SP98']",48.4287396601,2.93200212817,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1800,SERVON,77170,"['Gazole', 'SP98', 'SP95']",48.7123334886,2.58222391501,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1801,Avon,77210,"['E10', 'Gazole', 'SP98']",48.41649,2.72355,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1802,Sourdun,77171,"['E10', 'Gazole', 'SP98']",48.5353243564,3.36072883861,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1803,MEAUX,77100,"['E10', 'Gazole', 'SP98']",48.95674,2.90382,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1804,Provins,77160,"['E10', 'Gazole', 'E85', 'SP95']",48.55881,3.30973,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1805,Nanteuil-lès-Meaux,77100,"['E10', 'Gazole', 'SP98', 'SP95']",48.93756,2.8801,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1806,NEMOURS,77140,"['E10', 'Gazole', 'SP98']",48.2694535468,2.70084905698,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1807,ÉMERAINVILLE,77184,['GPLc'],48.8164563039,2.62238761564,1,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1809,Provins,77160,"['Gazole', 'SP98', 'SP95']",48.54835,3.2923,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1810,SAINT-PIERRE-LèS-NEMOURS,77140,"['Gazole', 'SP98', 'SP95']",48.26831,2.67642,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1811,Villeparisis,77270,"['E10', 'Gazole', 'SP98']",48.93666,2.62258,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1812,LA FERTé-SOUS-JOUARRE,77260,"['E10', 'Gazole', 'SP98']",48.93707,3.13495,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1813,LéSIGNY,77150,"['Gazole', 'SP98', 'SP95']",48.74426,2.61249,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1814,Émerainville,77184,"['E10', 'Gazole', 'SP98']",48.8164989538,2.62234946995,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1815,Darvault,77140,"['E10', 'Gazole', 'SP98']",48.27809,2.70765,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1816,Vaudoy-en-Brie,77141,"['E10', 'Gazole', 'SP98']",48.6929173408,3.0826688922,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1817,Forges,77130,"['E10', 'Gazole', 'SP98']",48.40158,2.93639,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1818,Meaux,77100,"['E10', 'Gazole']",48.96034,2.87187,2,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1819,ROUVRES,77230,"['E10', 'Gazole', 'SP98']",49.0701423478,2.71523931506,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1820,CRéGY-LèS-MEAUX,77124,"['Gazole', 'SP98', 'SP95']",48.97462,2.87015,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1822,Mouroux,77120,"['Gazole', 'SP98', 'SP95']",48.81675,3.05222,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1823,FERRIèRES-EN-BRIE,77164,"['Gazole', 'SP98', 'SP95']",48.82682,2.70427,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1824,AVON,77210,"['E10', 'Gazole', 'SP98']",48.4149444259,2.71959190391,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1825,CESSON,77240,"['Gazole', 'SP98', 'GPLc', 'SP95']",48.56254,2.60795,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1827,SAINT-SOUPPLETS,77165,"['Gazole', 'SP98', 'SP95']",49.03659,2.80086,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1829,MITRY-MORY,77290,"['Gazole', 'SP98', 'SP95']",48.97631,2.61411,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1830,NOISIEL,77200,"['E10', 'Gazole', 'SP98']",48.85076,2.65583,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1831,NANTEUIL-LèS-MEAUX,77100,"['E10', 'Gazole', 'SP98']",48.9536737889,2.89673896765,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1832,COULOMMIERS,77120,"['Gazole', 'SP98', 'SP95']",48.81449541,3.08085499107,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1833,Meaux,77100,"['E10', 'Gazole', 'SP98', 'GPLc', 'SP95']",48.95742,2.93791,5,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1834,Villeneuve-sous-Dammartin,77230,"['E10', 'Gazole', 'SP98', 'GPLc']",49.03299,2.63534,4,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
1835,Longperrier,77230,"['Gazole', 'SP98', 'SP95']",49.05275,2.6602,3,"['E10', 'SP98', 'GPLc', 'E85', 'Gazole', 'SP95']",77
